Frequency,Non vocalized Syriac,Vocalized Syriac,SedraID,absolute_frequency,Grammatical Category,long_definition,English,category
507,ܦܐܝܐ,ܦܰܐܝܳܐ,2444,5209,NounAdj,"ܦܰܐܝܳܐ becoming, beautiful, elegant.","beautiful, elegant",
508,ܐܢܫܝ,ܐ̱ܢܳܫܳܝܳܐ,13226,5203,NounAdj,ܐ̱ܢܳܫܳܝܳܐ human.,human,People
509,ܬܚܘܡܐ,ܬܚܽܘܡܳܐ,3383,5200,NounAdj,ܬܚܽܘܡܳܐ boundary; limit; precept; definition.,boundary; limit,
510,ܕܟܐ,ܕܟܳܐ,15553,5197,Verb,"ܕܟܳܐ fut. ܢܶܕܟܶܐ, Ia to be pure, clean; IIa to cleanse, purify; to pronounce clean; IIp.",to be pure; to cleanse,
511,ܡܥܐ,ܕܶܡ̈ܥܶܐ,728,5181.4,NounAdj,"ܕܶܡܥܬܳܐ (pl. ܕܶܡ̈ܥܶܐ) tear, tears.",tears,
512,ܚܒܳܠܐ,ܚܒܳܠܳܐ,930,5155.65,NounAdj,"ܚܒܳܠܳܐ corruption, destruction, harm; ܚܒܳܠ woe to!","corruption, destruction, harm",
513,ܚܣܐ,ܚܰܣܳܐ,1104,5144.6,Verb,"ܚܰܣܺܝ IIa to make propitiation; to absolve, pardon; to make atonement; IIp to be absolved, receive absolution; to be declared free from guilt.",to make propitiation; to absolve,
514,ܓܡܪ,ܓܡܰܪ,592,5143,Verb,"ܓܡܰܪ fut. ܢܶܓܡܽܘܪ, Ia trans. to perfect, finish, perform; intrans. to be consumed, fail, come to an end; Ip to be perfect, perfected, to be accomplished; IIa to make perfect; to bring to an end, finish; to spend, waste; to finish off, to destroy; IIp to be accomplished; to come to pass; to fail, to be destroyed; IIIa to accomplish; to do away with.",to perfect; to come to an end,Movement
515,ܥܡܕ,ܥܡܰܕ,2341,5134,Verb,"ܥܡܰܕ fut. ܢܶܥܡܰܕ, Ia to dive, to sink, to set (of sun etc.); to be baptized; to dip in the water; Ip to be baptized; IIIa to baptize, to immerse.",to dive; to be baptized,
516,ܦܘܠܚܢܐ,ܦܽܘܠܚܳܢܳܐ,2527,5127,NounAdj,"ܦܽܘܠܚܳܢܳܐ service, work, occupation; worship.","service, occupation; worship",
517,ܓܒܝܐ,ܓܰܒܝܳܐ,498,5104.35,NounAdj,"ܓܰܒܝܳܐ , ܓܒܺܝܬܳܐ chosen one.",chosen one,Numbers
518,ܩܝܡܐ,ܩܝܳܡܳܐ,2771,5102.93,NounAdj,"ܩܝܳܡܳܐ standing position; covenant, agreement, treaty; constitution, state; monastic or clerical profession.",standing position; covenant; constitution,
519,ܣܟܠ,ܣܟ݂ܰܠ,2127,5079,Verb,"ܣܟܠ* Ip ܐܶܣܬܟܶܠ to be understood; IIa to explain, to teach; to signify; to make stupid; IIp to understand, to perceive; to consider closely; IIIa to act foolishly, to sin, to do wrong; IIIp to be committed (of sin).",to be understood; to explain; to understand,
520,ܡܕܒܪܐ,ܡܰܕܒܪܳܐ,649,5067,NounAdj,"ܡܰܕܒܪܳܐ wilderness, desert.","wilderness, desert",Nature
521,ܪܡ ,ܪܳܡ,2981,5065.6,Verb,"ܪܳܡ fut. ܢܪܽܘܡ, Ia to be high; Ip to be raised up; to be exalted; to be haughty; IIa ܪܰܝܶܡ to set on high; ܡܪܰܝܡܳܐ most high; IIIa to raise, exalt; to remove, take away.",to be high,
522,ܐܠܦܐ,ܐܰܠܦܳܐ,151,5020.95,number,"ܐܰܠܦܳܐ (pl. ܐܰܠܦ̈ܶܐ, ܐܰܠܦܰܝ̈ܳܐ) a thousand.",a thousand,Numbers
523,ܚܫ,ܚܰܫ,1167,5015,Verb,"ܚܰܫ fut. ܢܶܚܰܫ, Ia to suffer, be sad, sorrowful; be sorry; IIIa to cause suffering; to sadden; IIIp to be subjected to suffering.","to suffer, be sorrowful; be sorry",
524,ܚܝܠܬܢܐ,ܚܰܝܠܬܳܢܳܐ,1026,5008,NounAdj,"ܚܰܝܠܬܳܢܳܐ mighty, strong, powerful.",mighty,
525,ܠܦܘܬ,ܠܦܽܘܬ,13895,5005,Prep,"ܠܦܽܘܬ according to, corresponding to;-ܠܦܽܘܬ ܕ on account of.",according to,
526,ܛܘܦܣܐ,ܛܽܘܦܣܳܐ,1217,5004,NounAdj,"ܛܽܘܦܣܳܐ type, model, figure, example, likeness; regulation, order; metaphor; Gram. form.",type; metaphor; Gram. Form,
527,ܙܟܘܬܐ,ܙܳܟ݂ܽܘܬܳܐ,879,4986,NounAdj,ܙܳܟ݂ܽܘܬܳܐ victory; acquittal.,victory; acquittal,
528,ܣܗܪܐ,ܣܰܗܪܳܐ,2080,4977,NounAdj,ܣܰܗܪܳܐ moon,moon,Nature
529,ܬܪܬܐ,ܬܺܐܪܬܳܐ,3346,4974,NounAdj,ܬܺܐܪܬܳܐ conscience; consciousness; mind; ܬܺܐܪ̈ܳܬܳܐ abdomen.,conscience,
530,ܟܝ,ܟܰܝ,1509,4972,Particle,"ܟܰܝ indeed, maybe, perhaps.","indeed, maybe",
531,ܫܪܝܪܐܝܬ,ܫܰܪܺܝܪܳܐܺܝܬ,3308,4969,Adverb_ܐܝܬ,"ܫܰܪܺܝܪܳܐܺܝܬ truly, indeed.",truly,
532,ܡܨܥܬܐ,ܡܨܰܥܬܳܐ,1828,4963,NounAdj,"ܡܨܰܥܬܳܐ middle, centre, midst; interval; among, between.",middle; interval; among,
533,ܬܩܢ,ܬܩܶܢ,3428,4956.6,Verb,"ܬܩܶܢ fut. ܢܶܬܩܰܢ, Ia to be in good order; to be established, stable; to be restored, put right; IIa to construct, fashion, form; to restore, arrange; IIp; IIIa to set in order, to fix, adapt; to furnish, prepare.",to be in good order; to be established,
534,ܒܪܘܝܐ,ܒܳܪܽܘܝܳܐ,471,4946,NounAdj,ܒܳܪܽܘܝܳܐ creator,creator,
535,ܝܘܬܪܢܐ,ܝܽܘܬܪܳܢܳܐ,1441,4942,NounAdj,"ܝܽܘܬܪܳܢܳܐ advantage, profit, gain, increase, superfluity.","advantage, profit",
536,ܣܗܕ,ܣܗܶܕ,2077,4935,Verb,"ܣܗܶܕ fut. ܢܶܣܗܰܕ, Ia to witness, to testify; to suffer martyrdom; Ip to be testified to; IIa to call to witness; IIp to be confirmed by witness; to be martyred; IIIa to bear witness, to attest; to be a martyr; IIIp.",to witness; to suffer martyrdom,
537,ܐܐܪ,ܐܳܐܰܪ,1,4934,NounAdj,ܐܳܐܰܪ (pl. ܐܳܐܶܪ̈ܰܣ) f. air.,air,
538,ܐܡܝܢܐܝܬ,ܐܰܡܺܝܢܳܐܺܝܬ,5283,4934,Adverb_ܐܝܬ,"ܐܰܡܺܝܢܳܐܺܝܬ continually, constantly.",continually,
539,ܥܬܝܪܐ,ܥܰܬܺܝܪܳܐ,2439,4912,NounAdj,"ܥܰܬܺܝܪܳܐ rich, wealthy; bountiful; abundant.",rich; bountiful; abundant,
540,ܓܒܐ,ܓܒܳܐ,496,4898.79,Verb,"ܓܒܳܐ fut. ܢܶܓܒܶܐ, Ia to choose, select; to elect; to exact (taxes); Ip; IIa to select; IIp; IIIa + ܢܰܦܫܳܐ to vow, devote oneself.",to choose; to elect; to exact (taxes),
541,ܣܛܪܐ,ܣܶܛܪܳܐ,2113,4897.53,NounAdj,ܣܶܛܪܳܐ side.,side,
542,ܬܗܪܐ,ܬܶܗܪܳܐ,3366,4869.81,NounAdj,"ܬܶܗܪܳܐ astonishment, marvel.",astonishment,
543,ܐܝܬܘܬܐ,ܐܺܝܬܽܘܬܳܐ,103,4869,NounAdj,"ܐܺܝܬܽܘܬܳܐ being, essence, existence; Divine Being, Godhead.","essence, existence; Godhead",
544,ܐܘܢܓܠܝܘܢ,ܐܶܘܰܢܓܶܠܝܳܘܢ,7518,4861,NounAdj,"ܐܶܘܰܢܓܶܠܝܳܘܢ (pl. ܐܶܘܰܢܓ̈ܶܠܺܝܰܐ) Gospel, gospel(s).","Gospel, gospel(s)",
545,ܪܥܝܐ,ܪܳܥܝܳܐ,3046,4856.25,NounAdj,"ܪܳܥܝܳܐ (pl. ܪ̈ܳܥܰܘܳܬܳܐ) m. shepherd, pastor.","shepherd, pastor",
546,ܦܣܩ,ܦܣܰܩ,2551,4852,Verb,"ܦܣܰܩ fut. ܢܶܦܣܽܘܩ, Ia to cut, cut off, mutilate; to decide, determine; to interrupt; to excommunicate; Ip; IIa to cut into pieces; IIp.",to cut; to decide; to excommunicate,
547,ܫܒܛܐ,ܫܰܒܛܳܐ,3102,4820.31,NounAdj,"ܫܰܒܛܳܐ staff, scepter; rod, scourge; tribe; shaft (of light); ܫܰܒ̈ܛܶܐ (book of) Judges.",staff; rod; tribe,
548,ܕܟܪ,ܕܟܰܪ,15778,4794.54,Verb,"ܕܟܰܪ 1 fut. ܢܶܕܟܰܪ, Ia part. ܕܟܺܝܪ mindful; Ip, IIp to remember, commemorate; IIIa to remind, make mention of.",to remember; to remind,
549,ܦܘܪܣܐ,ܦܽܘܪܣܳܐ,2469,4770.5,NounAdj,"ܦܽܘܪܣܳܐ means, way; ruse.","means, way",
550,ܐܣܝܐ,ܐܳܣܝܳܐ,221,4770,NounAdj,"ܐܳܣܝܳܐ doctor, physician, healer.","doctor, physician",Health
551,ܡܕܒܪܢܘܬܐ,ܡܕܰܒܪܳܢܽܘܬܳܐ,652,4767,NounAdj,"ܡܕܰܒܪܳܢܽܘܬܳܐ guidance, direction, rule, leadership, government; providence, divine dispensation, economy; Kth. administration, management.",guidance; providence; administration,
552,ܢܗܝܪܐ,ܢܰܗܺܝܪܳܐ,1915,4765,NounAdj,"ܢܰܗܺܝܪܳܐ luminary; shining, bright; illustrious.",luminary; bright,Light
553,ܦܘܫ,ܦܳܫ,2472,4724.2,Verb,"ܦܳܫ fut. ܢܦܽܘܫ, Ia to remain, to be left over, to fall short of; IIIa ܐܰܦܺܝܫ to leave off, to leave alone.","to remain, to fall short of",Movement
554,ܢܘܟܪܝܐ,ܢܽܘܟܪܳܝܳܐ,1977,4711,NounAdj,"ܢܽܘܟܪܳܝܳܐ foreign, alien, strange; foreigner, stranger.",foreign; foreigner,
555,ܙܩܝܦܐ,ܙܩܺܝܦܳܐ,908,4707,NounAdj,ܙܩܺܝܦܳܐ cross; crucified; erect; Gram. pronounced with zqopo.,cross; crucified,
556,ܪܘܪܒܐ,ܪܰܘܪܒܳܐ,7312,4703,NounAdj,ܪܰܘܪܒܳܐ great.,great,
557,ܩܕܫ,ܩܰܕܶܫ,15238,4702,Verb,ܩܰܕܶܫ IIa to sanctify; to keep holy; to consecrate; IIp; IIIp.,to sanctify; to consecrate,
558,ܐܠܨ,ܐܶܠܰܨ,157,4694.6,Verb,"ܐܶܠܰܨ fut. ܢܶܐܠܽܘܨ, Ia to press; confine; compel, force; oppress; Ip; IIa to compel; torment; IIp.",to press; compel,
559,ܬܚܘܝܬܐ,ܬܰܚܘܺܝܬܳܐ,971,4680,NounAdj,"ܬܰܚܘܺܝܬܳܐ manifestation; example, demonstration.",manifestation; demonstration,
560,ܐܚܪܢܝܬܐ,ܐ̱ܚܪ̈ܳܢܝܳܬܳܐ,9889,4673,NounAdj,"ܐ̱ܚܪܺܢܳܐ, ܐ̱ܚܪܺܝܬܳܐ, ܐ̱ܚܪ̈ܳܢܶܐ, ܐ̱ܚܪ̈ܳܢܝܳܬܳܐ other, another; next; Kth. ܙܢܳܐ ܐ̱ܚܪܺܢܳܐ Lit. alternative (melody).","other, another",
561,ܟܒܪ,ܟܒܰܪ,1463,4616.86,Particle,ܟܒܰܪ perhaps.,perhaps,
562,ܓܙܐ,ܓܰܙܳܐ,549,4608.72,NounAdj,"ܓܰܙܳܐ treasure, treasury; ܒܶܝܬ ܓܰܙܳܐ Lit. West Syriac liturgical book of melodies.","treasure, treasury",
563,ܡܐܟܘܠܬܐ,ܡܶܐܟܽܘܠܬܳܐ,116,4599,NounAdj,"ܡܶܐܟܽܘܠܬܳܐ food, provisions.",food,Food
564,ܣܒܪܬܐ,ܣܒܰܪܬܳܐ,2061,4589,NounAdj,"ܣܒܰܪܬܳܐ good news, tidings; Gospel.",good news; Gospel,Christianity
565,ܝܩܝܪܐ,ܝܰܩܺܝܪܳܐ,1418,4579,NounAdj,"ܝܰܩܺܝܪܳܐ heavy, ponderous; weighty, honorable; precious, valuable.",heavy; honorable; precious,
566,ܬܪܝܨܐ,ܬܪܺܝܨܳܐ,3451,4576,NounAdj,"ܬܪܺܝܨܳܐ upright, straight, straightforward; ܬܪܺܝܨ ܫܽܘܒܚܳܐ orthodox.",upright,
567,ܝܪܒ,ܝܺܪܶܒ,1422,4568.76,Verb,"ܝܺܪܶܒ fut. ܢܺܐܪܰܒ, Ia to be, become great; to grow up; to increase; IIIa ܐܰܘܪܶܒ to magnify, extol; to enlarge.","to be, become great",
568,ܟܝܢܝܐ,ܟܝܳܢܳܝܳܐ,14334,4564,NounAdj,ܟܝܳܢܳܝܳܐ natural; physical; innate.,natural,
569,ܒܣܡ,ܒܣܶܡ,418,4559,Verb,"ܒܣܶܡ fut. ܢܶܒܣܰܡ, Ia to be fragrant; to be pleasing; to enjoy; IIa to sweeten, to perfume with incense; to delight; IIp to take delight in; IIIa.",to be fragrant; to enjoy,
570,ܒܢܐ,ܒܢܳܐ,407,4544.08,Verb,"ܒܢܳܐ fut. ܢܶܒܢܶܐ, Ia to build, erect; to edify; IIp.",to build; to edify,
571,ܦܪܕܝܣܐ,ܦܰܪܕܰܝܣܳܐ,2579,4543,NounAdj,"ܦܰܪܕܰܝܣܳܐ Paradise; garden, orchard, park.",Paradise; garden,Nature
572,ܕܡܟ,ܕܡܶܟ,726,4529,Verb,"ܕܡܶܟ fut. ܢܶܕܡܰܟ, Ia to sleep, go to sleep, lie down; IIa to send to sleep, to lull; IIIa to make to lie down, send to sleep; to calm.",to sleep; to die,Death
573,ܫܦܪ,ܫܦܰܪ,3296,4518,Verb,"ܫܦܰܪ fut. ܢܶܫܦܰܪ, Ia to be fair, beautiful; to please; to delight in; + ܩܕܳܡ, ܒܥܰܝ̈ܢܰܝ to be pleasing to; Ip to be pleased; IIp to be pleasing, find favor; to curry favor; IIIa to do well, to improve, to adorn.",to be beautiful; to please,
574,ܟܘܪܣܝܐ,ܟܽܘܪܣܝܳܐ,1499,4517,NounAdj,"ܟܽܘܪܣܝܳܐ (pl. ܟܽܘܪ̈ܣܰܘܳܬܳܐ) m. seat, chair, throne; (episcopal) see.",seat; (episcopal) see,Senses
575,ܚܬܢܐ,ܚܰܬܢܳܐ,1189,4516,NounAdj,ܚܰܬܢܳܐ bridegroom; son-in-law; connection by marriage.,bridegroom,
576,ܡܫܘܚܬܐ,ܡܫܽܘܚܬܳܐ,1873,4480,NounAdj,"ܡܫܽܘܚܬܳܐ measure; age, position; moderation; meter.","measure; age, position",
577,ܡܫܘܕܥ,ܡܫܰܘܕܰܥ,14737,4447,Active participle,"ܫܰܘܕܰܥ IVa to indicate, to signify, to explain; IVp to recognize, to perceive, to understand.","to indicate, to signify, to explain",
578,ܐܕܫܐ,ܐܳܕܫܳܐ,36,4441,NounAdj,"ܐܳܕܫܳܐ species, kind; fruit, produce.",species; fruit,
579,ܕܘܟܐ,ܕܽܘܟܳܐ,14525,4436,NounAdj,"ܕܽܘܟܳܐ m., ܕܽܘܟܬܳܐ f. (pl. ܕܽܘܟ̈ܝܳܬܳܐ) place.",place,Places
580,ܓܠܝܐܝܬ,ܓܰܠܝܳܐܺܝܬ,10035,4415,Adverb_ܐܝܬ,"ܓܰܠܝܳܐܺܝܬ openly, publicly, outwardly.",outwardly,
581,ܕܪܐ,ܕܳܪܳܐ,749,4403.25,NounAdj,ܕܳܪܳܐ generation; revolution (of year); Kth. century.,generation; century,
582,ܫܠܝ,ܫܠܳܐ,15480,4399.6,Verb,"ܫܠܳܐ fut. ܢܶܫܠܶܐ, Ia to draw up (water etc.); Ip; III to draw out, put up.",to draw up (water etc.),
583,ܛܳܒܐ,ܛܶܒܳܐ,1195,4391.8,NounAdj,"ܛܶܒܳܐ news, tidings, report, fame; rumor; Gram. attribute.","news, report",
584,ܟܘܪܗܢܐ,ܟܽܘܪܗܳܢܳܐ,1580,4382,NounAdj,"ܟܽܘܪܗܳܢܳܐ sickness, illness.",sickness,Health
585,ܣܢܩ,ܣܢܶܩ,2170,4328,Verb,"ܣܢܶܩ fut. ܢܶܣܢܰܩ, Ia to need; Ip to be in need; to suffer want; to be obliged; IIp to be compelled, to be in great need; IIIa to cause to need; to compel; to make to depend on.",to need,
586,ܩܪܐ,ܩܪܳܐ,15517,4324.8,Verb,"ܩܪܳܐ 2 fut. ܢܶܩܪܶܐ, Ia to come upon, to occur; Ip to oppose, resist.","to come upon, to occur",Movement
587,ܢܩܒ,ܢܩܰܒ,2022,4314,Verb,"ܢܩܰܒ fut. ܢܶܩܽܘܒ, Ia to pierce, perforate; to bore, dig through; Ip to be bored through; to be effeminate; IIa to make a hole; to tattoo; to make effeminate; Gram. to be in feminine gender; IIp to be pierced through; IIIa ܐܰܩܶܒ to bore through; to break (seal).",to pierce,
588,ܟܪܣܛܝܢܐ,ܟܪܺܝܣܛܝܳܢܳܐ,14258,4308,Proper noun,ܟܪܺܝܣܛܝܳܢܳܐ Christian.,Christian,Christianity
589,ܩܢܝܢܐ,ܩܶܢܝܳܢܳܐ,2838,4287,NounAdj,"ܩܶܢܝܳܢܳܐ possessions, property; cattle.",possessions,
590,ܬܫܥܝܬܐ,ܬܰܫܥܺܝܬܳܐ,3284,4267,NounAdj,"ܬܰܫܥܺܝܬܳܐ narration, account, history, story.","narration, account",
591,ܐܣܪ,ܐܶܣܰܪ,235,4266,Verb,"ܐܶܣܰܪ fut. ܢܶܐܣܽܘܪ & ܢܶܣܽܘܪ, Ia to bind, to fasten, Kth. to take prisoner; Ip.",to bind; to take prisoner,Movement
592,ܪܫܝܥܐ,ܪܰܫܺܝܥܳܐ,3081,4221,NounAdj,"ܪܰܫܺܝܥܳܐ wicked, impious, lawless, criminal.","wicked, impious",
593,ܚܣܝܐ,ܚܰܣܝܳܐ,1105,4217,NounAdj,"ܚܰܣܝܳܐ holy, just, pure; venerable, reverend; bishop.","holy, pure; bishop",Christianity
594,ܬܒܥ,ܬܒܰܥ,3351,4199.5,Verb,"ܬܒܰܥ fut. ܢܶܬܒܰܥ, Ia to require, demand, exact; Ip to avenge oneself; to be required.","to require, demand",
595,ܐܣܐ,ܐܳܣܳܐ,200,4190,NounAdj,ܐܳܣܳܐ myrtle,myrtle,
596,ܣܝܦܐ,ܣܰܝܦܳܐ,2123,4173.82,NounAdj,"ܣܰܝܦܳܐ sword; Kth. Sayfo, massacres, ‘genocide’ (esp. of 1915).",sword; genocide,
597,ܢܒܝܘܬܐ,ܢܒܺܝܽܘܬܳܐ,1894,4165,NounAdj,ܢܒܺܝܽܘܬܳܐ prophecy,prophecy,
598,ܠܡܐ,ܠܡܳܐ,1695,4164,Particle,ܠܡܳܐ (interrogative particle).,interrogative particle,
599,ܚܙܘܐ,ܚܶܙܘܳܐ,997,4159,NounAdj,"ܚܶܙܘܳܐ appearance, form.","appearance, form",
600,ܡܕܢܚܐ,ܡܰܕܢܚܳܐ,736,4151,NounAdj,ܡܰܕܢܚܳܐ f. east.,east,
601,ܗܟܘܬ,ܗܳܟܘܳܬ,791,4145,Particle,"ܗܳܟܘܳܬ likewise, thus.","likewise, thus",
602,ܘܠܐ,ܘܳܠܶܐ,829,4140.4,Verb,"ܘܳܠܶܐ + ܠ‍ it is fitting, right; IIp to suit.","it is fitting, right",
603,ܕܪܓܐ,ܕܰܪܓܳܐ,754,4139,NounAdj,"ܕܰܪܓܳܐ step, stair; rank, condition, state; Kth. academic degree, position (e.g. in society), level; staircase, the stairs.",step; academic degree; staircase,
604,ܚܘܝܐ,ܚܶܘܝܳܐ,982,4136,NounAdj,"ܚܶܘܝܳܐ (pl. ܚܘܰܘ̈ܳܬܳܐ) m. snake, serpent.",snake,Animals
605,ܦܐܐ,ܦܐܶܐ,15861,4128,Passive Participle,"ܦܐܳܐ, ܦܐܺܝ fut. ܢܶܦܐܶܐ, Ia pass. part. ܦܐܶܐ proper, becoming; IIa ܦܰܐܰܐ to adorn; IIp ܐܶܬܦܰܐܰܐ to be beautiful; IIIa ܐܰܦܐܺܝ to beautify.",proper; becoming,
606,ܟܘܟܒܐ,ܟܰܘܟܒܳܐ,1482,4127,NounAdj,ܟܰܘܟܒܳܐ star,star,Nature
607,ܟܐܡܬ,ܟܶܐܡܰܬ,8572,4121,Particle,"ܟܶܐܡܰܬ that is to say; just as if, for example.",that is to say,
608,ܥܦܪܐ,ܥܰܦܪܳܐ,2386,4113.06,NounAdj,"ܥܰܦܪܳܐ dust, soil.","dust, soil",Nature
609,ܒܝܫܘܬܐ,ܒܺܝܫܽܘܬܳܐ,332,4112,NounAdj,"ܒܺܝܫܽܘܬܳܐ wickedness, evil.","wickedness, evil",
610,ܡܪܘܬܐ,ܡܳܪܽܘܬܳܐ,1844,4106.85,NounAdj,"ܡܳܪܽܘܬܳܐ lordship, dominion, authority.",lordship,
611,ܐܚܝܕܐ,ܐܰܚܺܝܕܳܐ,9811,4106,NounAdj,"ܐܰܚܺܝܕ holding, possessing; closed; ܐܰܚܺܝܕ ܟܽܠ Almighty.",holding; closed,
612,ܡܪܚܡܢܐ,ܡܪܰܚܡܳܢܳܐ,2994,4090,NounAdj,"ܡܪܰܚܡܳܢܳܐ compassionate, merciful.",compassionate,
613,ܬܠܬܝܢ,ܬܠܳܬܺܝܢ,3399,4073,number,ܬܠܳܬܺܝܢ thirty,thirty,
614,ܚܢܦܐ,ܚܰܢܦܳܐ,1096,4072,NounAdj,"ܚܰܢܦܳܐ heathen, godless, profane, pagan.","heathen, pagan",
615,ܥܘܡܩܐ,ܥܽܘܡܩܳܐ,2354,4053.65,NounAdj,ܥܽܘܡܩܳܐ depth.,depth,
616,ܣܓܕܬܐ,ܣܶܓܕܬܳܐ,11800,3972,NounAdj,"ܣܶܓܕܬܳܐ worship; adoration, veneration.",worship; adoration,
617,ܐܓܪܐ,ܐܰܓܪܳܐ,26,3965.25,NounAdj,"ܐܰܓܪܳܐ wage, reward; Kth. (of property) rent, lease.","wage, reward; rent",
618,ܣܢܐ,ܣܢܳܐ,2162,3965,Verb,"ܣܢܳܐ fut. ܢܶܣܢܶܐ, Ia to hate, dislike; Ip, IIp to be hated; to be disfigured, ugly; IIIa to disfigure, make ugly.","to hate, dislike",
619,ܓܡܝܪܐ,ܓܡܺܝܪܳܐ,589,3951,NounAdj,"ܓܡܺܝܪܳܐ perfect, complete, mature.","perfect, mature",
620,ܠܘܩܕܡ,ܠܽܘܩܕܰܡ,2741,3944,Particle,"ܠܽܘܩܕܰܡ first of all, before; ܡܶܢ ܠܽܘܩܕܰܡ formerly.","first of all, before",Numbers
621,ܪܝܚܐ,ܪܺܝܚܳܐ,3016,3940,NounAdj,"ܪܺܝܚܳܐ smell, fragrance.",smell,Senses
622,ܥܬܝܩܐ,ܥܰܬܺܝܩܳܐ,2435,3920,NounAdj,"ܥܰܬܺܝܩܳܐ old, ancient, aged.",old,
623,ܙܝܢܐ,ܙܰܝܢܳܐ,876,3919,NounAdj,"ܙܰܝܢܳܐ armor, arms, weapon, trappings.","armor, trappings",
624,ܣܘܪܝܝܐ,ܣܽܘܪܝܳܝܳܐ,8160,3910,NounAdj,ܣܽܘܪܝܳܝܳܐ Syriac; Syrian.,Syriac; Syrian,
625,ܒܨ,ܒܰܨ,15698,3910,Verb,"ܒܰܨ fut. ܢܶܒܽܘܨ, Ia to pine away; IIp to grow thin.",to pine away,
626,ܪܚܝܩܐ,ܪܰܚܺܝܩܳܐ,3007,3907,NounAdj,"ܪܰܚܺܝܩܳܐ distant, remote, far; ܠܳܐ ܪܰܚܺܝܩܳܐ (it is) not unlikely.","distant, far",
627,ܡܐܬܝܬܐ,ܡܶܐܬܺܝܬܳܐ,318,3888,NounAdj,"ܡܶܐܬܺܝܬܳܐ coming, advent; incursion.","coming, advent; incursion",
628,ܝܪܬܘܬܐ,ܝܳܪܬܽܘܬܳܐ,1430,3886,NounAdj,"ܝܳܪܬܽܘܬܳܐ inheritance, portion, property; Kth. heritage.","inheritance, property; heritage",
629,ܡܙܡܘܪܐ,ܡܰܙܡܽܘܪܳܐ,895,3875,NounAdj,ܡܰܙܡܽܘܪܳܐ psalm,psalm,Music
630,ܥܘܗܕܢܐ,ܥܽܘܗܕܳܢܳܐ,2258,3868,NounAdj,"ܥܽܘܗܕܳܢܳܐ remembrance, memory; record, commemoration; reflection.",remembrance; reflection,
631,ܓܪܡܐ,ܓܰܪܡܳܐ,631,3858,NounAdj,ܓܰܪܡܳܐ bone; kernel; ܓܪܶܡ ܦܺܝܠܳܐ ivory.,bone,Bodies
632,ܣܳܟܳܐ,ܣܰܟܺܝ,2124,3853.18,Verb,"ܣܰܟܺܝ IIa to wait for, to expect, to look for; IIp.","to wait for, to look for",
633,ܢܘܚܡܐ,ܢܽܘܚܳܡܳܐ,1943,3846,NounAdj,ܢܽܘܚܳܡܳܐ revival; resurrection.,revival; resurrection,
634,ܥܢܢܐ,ܥܢܳܢܳܐ,2369,3831,NounAdj,ܥܢܳܢܳܐ f. cloud.,cloud,Nature
635,ܫܪܒܬܐ,ܫܰܪܒܬܳܐ,3318,3821,NounAdj,"ܫܰܪܒܬܳܐ family, race, tribe, generation, genealogy.","tribe, generation, genealogy",
636,ܒܠܥܕ,ܒܶܠܥܰܕ,10489,3813,Prep,ܒܶܠܥܰܕ without,without,
637,ܣܝܒܪ,ܣܰܝܒܰܪ,14622,3807.64,Verb,"ܣܰܝܒܰܪ IVa to endure, to bear; IVp to be sustained; to persevere.","to endure, to bear",Animals
638,ܫܘܬܦܘܬܐ,ܫܰܘܬܳܦܽܘܬܳܐ,3161,3802,NounAdj,"ܫܰܘܬܳܦܽܘܬܳܐ participation, share; association; intercourse.",participation; intercourse,
639,ܕܝܠܐ,ܕܝܳܠܳܐ,5595,3801,NounAdj,ܕܝܳܠܳܐ dysentery,dysentery,
640,ܛܘܥܝܝ,ܛܽܘܥܝܰܝ,1259,3794,NounAdj,"ܛܽܘܥܝܰܝ f. error, mistake; forgetting, forgetfulness; oblivion.",error; forgetting,
641,ܡܚܐ,ܡܚܳܐ,1735,3777.5,Verb,"ܡܚܳܐ fut. ܢܶܡܚܶܐ, Ia to strike, beat, wound; to put on, gird oneself; to spread (of smell); Ip to be wounded, to be struck, to be coined; IIa to wound badly, afflict; IIp to be beaten back, to be afflicted; IIIa with ܪܺܝܚܳܐ to cause (a smell) to hit someone.","to strike, wound; to spread (of smell)",
642,ܪܝܫܝܬܐ,ܪܺܝܫܺܝܬܳܐ,3019,3771,NounAdj,ܪܺܝܫܺܝܬܳܐ first fruits; beginning; first place; ܒܪܺܫܺܝܬ Genesis; at the time of Creation.,first fruits; beginning; first place,Numbers
643,ܡܠܦܢܘܬܐ,ܡܰܠܦܳܢܽܘܬܳܐ,1382,3760,NounAdj,"ܡܰܠܦܳܢܽܘܬܳܐ instruction, teaching; learning, scholarship.","instruction, teaching",
644,ܓܕܫ,ܓܕܰܫ,523,3752,Verb,"ܓܕܰܫ fut. ܢܶܓܕܰܫ, Ia to happen, occur.","to happen, occur",
645,ܚܒܠ,ܚܒܰܠ,929,3750,Verb,"ܚܒܰܠ fut. ܢܶܚܒܰܠ, Ia to be in travail; to be twisted, perverted; IIa to spoil, mar, corrupt; to bring forth in labor; to act corruptly, in a depraved way; to destroy, ravage; IIp to be corrupted; to be destroyed; to be brought to birth with travail.",to be in travail; to be perverted,
646,ܟܦܢܐ,ܟܰܦܢܳܐ,1567,3740,NounAdj,"ܟܰܦܢܳܐ hunger, famine; hungry.",hunger; hungry,
